Permit Category,County Agency,Permit Case ID,Permit Case Year,Permit Type,Case Name,Street Address,City,Zip Code,Permit Issuance Date,Expected Construction Cost,Location
Health Permit,DPIE,3133857,2018,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,PLAYA BOWLS,7417 BALTIMORE,COLLEGE PARK,20740,January 01 2021,0,"7417 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3127384,2014,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,BAGEL PLACE OF COLLEGE PARK,7423 BALTIMORE,COLLEGE PARK,20740,January 01 2021,0,"7423 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3127942,2014,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,DOMINO'S PIZZA #4658,8904 62ND,COLLEGE PARK,20740,January 01 2021,0,"8904 62ND COLLEGE PARK,MD 20740"
Health Permit,DPIE,3123292,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,EDDIE'S CAFE,9823 RHODE ISLAND,COLLEGE PARK,20740,January 01 2021,0,"9823 RHODE ISLAND COLLEGE PARK,MD 20740"
Health Permit,DPIE,3124930,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,NANDO'S PERI PERI,7400 BALTIMORE,COLLEGE PARK,20740,January 01 2021,0,"7400 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3127937,2014,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,DOMINO'S PIZZA #4649,7312 BALTIMORE,COLLEGE PARK,20740,January 01 2021,0,"7312 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3127075,2014,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,STARBUCKS COFFEE #9524,7336 BALTIMORE,COLLEGE PARK,20740,January 01 2021,0,"7336 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3127425,2014,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,CHECKERS DRIVE THRU RESTAURANT,6051 GREENBELT,COLLEGE PARK,20740,January 01 2021,0,"6051 GREENBELT COLLEGE PARK,MD 20740"
Health Permit,DPIE,3122827,2014,FOOD SERVICE FACILITY -> LOW HACCP PRIORITY,CHERRY HILL PARK CAMPSTORE,9800 CHERRY HILL,COLLEGE PARK,20740,January 01 2021,0,"9800 CHERRY HILL COLLEGE PARK,MD 20740"
Health Permit,DPIE,3127511,2014,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,SHANGHAI TOKYO CAFE,8300 BALTIMORE,COLLEGE PARK,20740,January 01 2021,0,"8300 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3127484,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,NELLY'S CAFE RESTURANT,9917 RHODE ISLAND,COLLEGE PARK,20740,January 01 2021,0,"9917 RHODE ISLAND COLLEGE PARK,MD 20740"
Health Permit,DPIE,3127070,2014,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,STARBUCKS COFFEE # 7517,4750 CHERRY HILL,COLLEGE PARK,20740,January 01 2021,0,"4750 CHERRY HILL COLLEGE PARK,MD 20740"
Health Permit,DPIE,3127672,2014,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,THE JERK PIT,9078 BALTIMORE,COLLEGE PARK,20740,January 01 2021,0,"9078 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3121686,2014,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,HARD TIMES CAFE,4738 CHERRY HILL,COLLEGE PARK,20740,January 01 2021,0,"4738 CHERRY HILL COLLEGE PARK,MD 20740"
Health Permit,DPIE,3127505,2014,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,POTBELLY SANDWICH WORKS,10260 BALTIMORE,COLLEGE PARK,20740,January 01 2021,0,"10260 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3122822,2014,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,CHERRY HILL PARK CONFERENCE CENTER,9800 CHERRY HILL,COLLEGE PARK,20740,January 01 2021,0,"9800 CHERRY HILL COLLEGE PARK,MD 20740"
Health Permit,DPIE,3124784,2014,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,PAPA JOHNS #245,4509 COLLEGE,COLLEGE PARK,20740,January 01 2021,0,"4509 COLLEGE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3135226,2014,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,WASABI BISTRO,4505 COLLEGE,COLLEGE PARK,20740,January 01 2021,0,"4505 COLLEGE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3128415,2014,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,STAR HALAL MEAT,4936 EDGEWOOD,COLLEGE PARK,20740,January 01 2021,0,"4936 EDGEWOOD COLLEGE PARK,MD 20740"
Health Permit,DPIE,3128606,2019,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,DUNKIN DONUTS,9701 BALTIMORE,COLLEGE PARK,20740,January 01 2021,0,"9701 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3171132,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,KRAZI KEBOB,4427 LEHIGH,COLLEGE PARK,20740,January 01 2021,0,"4427 LEHIGH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3103315,2020,S,HART & SOUL LLC WALL SIGN,9815 RHODE ISLAND,COLLEGE PARK,20740,January 04 2021,"3,600","9815 RHODE ISLAND COLLEGE PARK,MD 20740"
Building Permit,DPIE,3112795,2020,CI,PATEL INTERIOR WORK,6018 WESTCHESTER PARK,COLLEGE PARK,20740,January 04 2021,"5,000","6018 WESTCHESTER PARK COLLEGE PARK,MD 20740"
Building Permit,DPIE,3070625,2020,CU,"COLLEGE PARK ORTHODONTIC GROUP, L.L.C FIT-OUT",6201 GREENBELT,COLLEGE PARK,20740,January 05 2021,"106,725","6201 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3074051,2020,R,ASHOND FENCE,5003 EUTAW,COLLEGE PARK,20740,January 05 2021,500,"5003 EUTAW COLLEGE PARK,MD 20740"
Building Permit,DPIE,3128500,2021,DPIE EC,"3128500 Cabling Systems, Inc.",7401 BALTIMORE,COLLEGE PARK,20740,January 06 2021,0,"7401 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3128515,2021,DPIE EC,"3128515 Cabling Systems, Inc.",7401 BALTIMORE,COLLEGE PARK,20740,January 06 2021,0,"7401 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3016866,2018,DPIE CGU,LIDL US NEW BLDG POF #46005-2017*NOT PEER REVIEW*,8601 BALTIMORE,COLLEGE PARK,20740,January 07 2021,"70,000","8601 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3128665,2021,DPIE Online MECC,3128665,7601 WELLESLEY,COLLEGE PARK,20740,January 07 2021,"11,000","7601 WELLESLEY COLLEGE PARK,MD 20740"
Building Permit,DPIE,3128669,2021,DPIE ER,"3128669 FH FURR PLUMBING, HEATING, A/C, & ELECTRICAL, INC.",7601 WELLESLEY,COLLEGE PARK,20740,January 07 2021,0,"7601 WELLESLEY COLLEGE PARK,MD 20740"
Health Permit,DPIE,3128956,2019,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,NENE'S RESTAURANT,9905 RHODE ISLAND,COLLEGE PARK,20740,January 08 2021,0,"9905 RHODE ISLAND COLLEGE PARK,MD 20740"
Building Permit,DPIE,3112482,2020,CI,SHAHIN INTERIOR,6010 WESTCHESTER PARK,COLLEGE PARK,20740,January 08 2021,"75,000","6010 WESTCHESTER PARK COLLEGE PARK,MD 20740"
Building Permit,DPIE,3129364,2021,DPIE ER,3129364 LEROY W. DAVIS & SON INC.,8914 57TH,COLLEGE PARK,20740,January 12 2021,0,"8914 57TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3129405,2021,DPIE Online MECC,3129405,4613 AMHERST,COLLEGE PARK,20740,January 12 2021,"6,000","4613 AMHERST COLLEGE PARK,MD 20740"
Building Permit,DPIE,3117328,2020,R,ZAHER DAMAGE REPAIR,9729 NARRAGANSETT,COLLEGE PARK,20740,January 12 2021,"12,040","9729 NARRAGANSETT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3129501,2021,DPIE ER,3129501 Haas and Sons Electric Inc,9717 48TH,COLLEGE PARK,20740,January 12 2021,0,"9717 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3112785,2020,CI,BONILLA INTERIOR WORK,6018 WESTCHESTER PARK,COLLEGE PARK,20740,January 13 2021,"5,000","6018 WESTCHESTER PARK COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,3114605,2020,RESIDENTIAL DRIVEWAY PERMIT,BERWYN HEIGHTS,5701 BERWYN,COLLEGE PARK,20740,January 13 2021,0,"5701 BERWYN COLLEGE PARK,MD 20740"
Building Permit,DPIE,3128986,2021,DPIE ER,3128986 Skiratko Electric,9220 LIMESTONE,COLLEGE PARK,20740,January 13 2021,0,"9220 LIMESTONE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3122811,2020,R,Znati SOLAR PANELS,7304 EDMONSTON,COLLEGE PARK,20740,January 13 2021,"23,000","7304 EDMONSTON COLLEGE PARK,MD 20740"
Building Permit,DPIE,3116155,2020,UO,VARSITY APARTMENTS U&O,8150 BALTIMORE,COLLEGE PARK,20740,January 13 2021,0,"8150 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3116079,2020,RG,WILLIAMSON UNDERPINNIG ***CRITICAL AREA***,7011 WAKE FOREST,COLLEGE PARK,20740,January 13 2021,"11,000","7011 WAKE FOREST COLLEGE PARK,MD 20740"
Building Permit,DPIE,3112485,2020,CI,ZANG INTERIOR,6010 WESTCHESTER PARK,COLLEGE PARK,20740,January 13 2021,"75,000","6010 WESTCHESTER PARK COLLEGE PARK,MD 20740"
Building Permit,DPIE,3102571,2020,S,KFC SIGN,6101 GREENBELT,COLLEGE PARK,20740,January 15 2021,"3,000","6101 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3107338,2020,FIR,MCDONALDS USA LLC - SPRINKLER,8301 BALTIMORE,COLLEGE PARK,20740,January 15 2021,"158,453","8301 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130144,2021,DPIE ER,3130144 Pearson Electric,3523 DUKE,COLLEGE PARK,20740,January 15 2021,0,"3523 DUKE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3102577,2020,S,KFC SIGN,6101 GREENBELT,COLLEGE PARK,20740,January 15 2021,"3,000","6101 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3126708,2020,UO,"Mitra QSR, LLC U&O",6101 GREENBELT,COLLEGE PARK,20740,January 15 2021,0,"6101 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3127454,2020,R,MURPHY FENCE,9024 48TH,COLLEGE PARK,20740,January 15 2021,"10,000","9024 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130211,2021,DPIE EC,3130211 Solar Energy World,7304 EDMONSTON,COLLEGE PARK,20740,January 18 2021,0,"7304 EDMONSTON COLLEGE PARK,MD 20740"
Building Permit,DPIE,3113293,2020,CE,ZS 4622 LLC COMM EXTERIOR WORK,4622 COLLEGE,COLLEGE PARK,20740,January 19 2021,"50,000","4622 COLLEGE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3125449,2020,FIR,ROP COLLEGE PARK LLC FIRE SUPRESS,10280 BALTIMORE,COLLEGE PARK,20740,January 19 2021,"4,200","10280 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130574,2021,DPIE ER,"3130574 TriStar Electric, Inc.",4614 DREXEL,COLLEGE PARK,20740,January 19 2021,0,"4614 DREXEL COLLEGE PARK,MD 20740"
Building Permit,DPIE,3112791,2020,CI,KHAN INETRIOR WORK,6018 WESTCHESTER PARK,COLLEGE PARK,20740,January 19 2021,"5,000","6018 WESTCHESTER PARK COLLEGE PARK,MD 20740"
Health Permit,DPIE,3130458,2019,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,BOWLERO COLLEGE PARK,9021 BALTIMORE,COLLEGE PARK,20740,January 19 2021,0,"9021 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3102601,2020,S,KFC WALL SIGN,6101 GREENBELT,COLLEGE PARK,20740,January 19 2021,"3,000","6101 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130772,2021,DPIE EC,3130772 Axn electric inc,6107 GREENBELT,COLLEGE PARK,20740,January 20 2021,0,"6107 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130738,2021,DPIE ER,3130738 J&J Electrical Works inc.,5017 LAGUNA,COLLEGE PARK,20740,January 20 2021,0,"5017 LAGUNA COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130779,2021,DPIE Online MECC,3130779,4400 CALVERT,COLLEGE PARK,20740,January 21 2021,"3,250,000","4400 CALVERT COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,3126835,2020,RESIDENTIAL DRIVEWAY PERMIT,SUNNYSIDE,5225 PALCO,COLLEGE PARK,20740,January 21 2021,0,"5225 PALCO COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130854,2021,DPIE EC,"3130854 Electric PS, Inc.",6101 GREENBELT,COLLEGE PARK,20740,January 21 2021,0,"6101 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130140,2020,DPIE EC,3127132 Altimate Electric,7401 BALTIMORE,COLLEGE PARK,20740,January 21 2021,0,"7401 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130778,2021,DPIE ER,3130778 AG POWER & CONSTRUCTION LLC,9729 NARRAGANSETT,COLLEGE PARK,20740,January 21 2021,0,"9729 NARRAGANSETT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130800,2020,DPIE EC,3094038 Altimate Electric,7401 BALTIMORE,COLLEGE PARK,20740,January 21 2021,0,"7401 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3130792,2017,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,JIMMY JOHN'S,7410 BALTIMORE,COLLEGE PARK,20740,January 21 2021,0,"7410 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130868,2021,DPIE Online MECC,3130868,9729 NARRAGANSETT,COLLEGE PARK,20740,January 21 2021,200,"9729 NARRAGANSETT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3131123,2021,DPIE ER,3131123 E.P. ELECTRIC LLC,4803 NIAGARA,COLLEGE PARK,20740,January 23 2021,0,"4803 NIAGARA COLLEGE PARK,MD 20740"
Building Permit,DPIE,3117722,2020,RG,GARNER COVERED PATIO,4927 HOLLYWOOD,COLLEGE PARK,20740,January 24 2021,"15,000","4927 HOLLYWOOD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3104294,2020,UO,AIRYCREATIONZ U&O,9723 BALTIMORE,COLLEGE PARK,20740,January 24 2021,0,"9723 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3131207,2018,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,CAVA,7350 BALTIMORE,COLLEGE PARK,20740,January 25 2021,0,"7350 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3131512,2021,DPIE Online MECC,3131512,4801 ERIE,COLLEGE PARK,20740,January 26 2021,"8,400","4801 ERIE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3119275,2020,CU,Jodeem Food Express FITOUT **SPECIAL PROJECTS**,8145 BALTIMORE,COLLEGE PARK,20740,January 26 2021,"80,000","8145 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3107256,2020,S,JINGUI STAR INC - STORE FRONT SIGN,8700 BALTIMORE,COLLEGE PARK,20740,January 27 2021,"1,000","8700 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3131675,2021,DPIE ER,"3131675 Quality Electric Wiring, LLC",3529 DUKE,COLLEGE PARK,20740,January 27 2021,0,"3529 DUKE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3127770,2020,R,FANG INTERIOR,8408 48TH,COLLEGE PARK,20740,January 27 2021,"2,500","8408 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3131973,2021,DPIE EC,3131973 Axn electric inc,8145 BALTIMORE,COLLEGE PARK,20740,January 28 2021,0,"8145 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3128879,2021,RG,BRUYERE RETAINING WALL,8311 CUNNINGHAM,COLLEGE PARK,20740,January 28 2021,"15,000","8311 CUNNINGHAM COLLEGE PARK,MD 20740"
Building Permit,DPIE,3129309,2020,RG,Porter INT WORK AND ROOF,4505 BEECHWOOD,COLLEGE PARK,20740,January 28 2021,"7,000","4505 BEECHWOOD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3131913,2021,DPIE Online MECC,3131913,8430 BALTIMORE,COLLEGE PARK,20740,January 28 2021,"1,250,000","8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3131922,2021,DPIE Online MECC,3131922,4614 HARVARD,COLLEGE PARK,20740,January 28 2021,550,"4614 HARVARD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3122086,2020,RG,Brozena - RENOV WORK,8623 CUNNINGHAM,COLLEGE PARK,20740,January 28 2021,"17,895","8623 CUNNINGHAM COLLEGE PARK,MD 20740"
Building Permit,DPIE,3127455,2020,R,MURPHY DECK,9024 48TH,COLLEGE PARK,20740,February 01 2021,"15,000","9024 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3132500,2021,DPIE Online MECC,3132500,7604 VILLANOVA,COLLEGE PARK,20740,February 02 2021,"12,000","7604 VILLANOVA COLLEGE PARK,MD 20740"
Building Permit,DPIE,3132596,2021,DPIE ER,3132596 Eugene Electric,4830 INDIAN,COLLEGE PARK,20740,February 02 2021,0,"4830 INDIAN COLLEGE PARK,MD 20740"
Building Permit,DPIE,3132502,2021,DPIE ER,"3132502 FH FURR PLUMBING, HEATING, A/C, & ELECTRICAL, INC.",7604 VILLANOVA,COLLEGE PARK,20740,February 02 2021,0,"7604 VILLANOVA COLLEGE PARK,MD 20740"
Building Permit,DPIE,3132538,2021,DPIE ER,3132538 Standard Energy Solutions,9723 52ND,COLLEGE PARK,20740,February 02 2021,0,"9723 52ND COLLEGE PARK,MD 20740"
Building Permit,DPIE,3132560,2021,DPIE Online MECC,3132560,5127 BERWYN,COLLEGE PARK,20740,February 02 2021,"5,000","5127 BERWYN COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130156,2021,FIR,JODEEM AFRICAN CUISINE RESTAURANT HOOD,8145 BALTIMORE,COLLEGE PARK,20740,February 03 2021,"6,000","8145 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3127297,2020,R,HAMRICK INETRIOR ALTERATION,7330 BAYLOR,COLLEGE PARK,20740,February 03 2021,"200,000","7330 BAYLOR COLLEGE PARK,MD 20740"
Building Permit,DPIE,3132781,2021,DPIE ER,3132781 AG POWER & CONSTRUCTION LLC,9223 ST ANDREWS,COLLEGE PARK,20740,February 03 2021,0,"9223 ST ANDREWS COLLEGE PARK,MD 20740"
Building Permit,DPIE,3131028,2021,DPIE EC,"3131028 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,February 04 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3132845,2021,DPIE EC,3132845 Suntuity Electric LLC,5118 KENESAW,COLLEGE PARK,20740,February 04 2021,0,"5118 KENESAW COLLEGE PARK,MD 20740"
Building Permit,DPIE,3131036,2021,DPIE EC,"3131036 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,February 04 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3132354,2021,DPIE EC,3132354 Velex Inc.,9020 BALTIMORE,COLLEGE PARK,20740,February 04 2021,0,"9020 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3132897,2021,DPIE Online MECC,3132897,6201 GREENBELT,COLLEGE PARK,20740,February 04 2021,"6,000","6201 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3125692,2019,CU,ZS 4622 LLC FIT-OUT,4622 COLLEGE,COLLEGE PARK,20740,February 04 2021,0,"4622 COLLEGE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133011,2021,DPIE ER,"3133011 Montano Electric, LLC",8819 PATRICIA,COLLEGE PARK,20740,February 05 2021,0,"8819 PATRICIA COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133158,2021,DPIE ER,3133158 HIGH QUALITY ELECTRIC LLC,3614 MARLBROUGH,COLLEGE PARK,20740,February 05 2021,0,"3614 MARLBROUGH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133049,2021,DPIE EC,"3133049 NB Peak Electric,LLC",8700 BALTIMORE,COLLEGE PARK,20740,February 05 2021,0,"8700 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133074,2021,DPIE Online MECC,3133074,8708 60TH,COLLEGE PARK,20740,February 05 2021,"1,280","8708 60TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133404,2021,DPIE ER,3133404 Fusion Solar Services LLC,9622 NARRAGANSETT,COLLEGE PARK,20740,February 08 2021,0,"9622 NARRAGANSETT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133402,2021,DPIE EC,3133402 Fusion Solar Services LLC,9622 NARRAGANSETT,COLLEGE PARK,20740,February 08 2021,0,"9622 NARRAGANSETT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133399,2021,DPIE ER,3133399 A one electric services llc,4701 DREXEL,COLLEGE PARK,20740,February 08 2021,0,"4701 DREXEL COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133480,2021,DPIE EC,3133480 Freestate Electrical,4437 LEHIGH,COLLEGE PARK,20740,February 09 2021,0,"4437 LEHIGH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133461,2021,DPIE EC,3133461 Leo Electric,5127 BERWYN,COLLEGE PARK,20740,February 09 2021,0,"5127 BERWYN COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133464,2021,DPIE Online MECC,3133464,8145 BALTIMORE,COLLEGE PARK,20740,February 09 2021,"36,600","8145 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3117640,2020,R,Ramirez DAMAGE REPAIR,4801 ERIE,COLLEGE PARK,20740,February 09 2021,"80,000","4801 ERIE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3121780,2020,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,MILK & HONEY,10280 Baltimore,College Park,20740,February 10 2021,0,"10280 Baltimore College Park,MD 20740"
Building Permit,DPIE,3132563,2021,R,BIEN SOLAR PANEL,9622 NARRAGANSETT,COLLEGE PARK,20740,February 11 2021,"30,272","9622 NARRAGANSETT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3127734,2020,FIR,BOOKHOLDERS - FIRE ALARM SYS,7326 BALTIMORE,COLLEGE PARK,20740,February 11 2021,"7,000","7326 BALTIMORE COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,3126571,2020,SITE DEVELOPMENT CONCEPT PLAN,"EASTERDAY and HALDERMANS SUBDIV. LOTS 20-21, BLOCK 2-Infill",4703 NORWICH,COLLEGE PARK,20740,February 11 2021,0,"4703 NORWICH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3129066,2021,UO,S.A.F.E. Counseling Services USE,6201 GREENBELT,COLLEGE PARK,20740,February 11 2021,0,"6201 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3133853,2021,DPIE EC,3133853 Freestate Electrical,4437 LEHIGH,COLLEGE PARK,20740,February 11 2021,0,"4437 LEHIGH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3134367,2021,DPIE Online MECC,3134367,3404 MARLBROUGH,COLLEGE PARK,20740,February 15 2021,"4,800","3404 MARLBROUGH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3134194,2021,DPIE ER,3134194 Michael and Son Services Inc,6105 QUEBEC,COLLEGE PARK,20740,February 15 2021,0,"6105 QUEBEC COLLEGE PARK,MD 20740"
Building Permit,DPIE,3132829,2021,R,Reyes SOLAR PANELS,5118 KENESAW,COLLEGE PARK,20740,February 16 2021,"21,114","5118 KENESAW COLLEGE PARK,MD 20740"
Building Permit,DPIE,3134193,2021,DPIE EC,3134193 FUTURE ELECTRIC CORP,7401 BALTIMORE,COLLEGE PARK,20740,February 17 2021,0,"7401 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3134439,2021,DPIE ER,3134439 Sansbury Electric,4807 OSAGE,COLLEGE PARK,20740,February 17 2021,0,"4807 OSAGE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3134800,2021,DPIE EC,3134800 FUTURE ELECTRIC CORP,7401 BALTIMORE,COLLEGE PARK,20740,February 17 2021,0,"7401 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3134856,2021,DPIE ER,3134856 JW Right Electric LLC,4731 NAVAHOE,COLLEGE PARK,20740,February 17 2021,0,"4731 NAVAHOE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3130151,2021,S,Jodeem Food Express - SIGN,8145 BALTIMORE,COLLEGE PARK,20740,February 17 2021,"2,600","8145 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135018,2021,DPIE ER,CAPITAL A. ELECTRIC,5208 PADUCAH,COLLEGE PARK,20740,February 18 2021,0,"5208 PADUCAH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135013,2021,DPIE ER,3135013 HIGH QUALITY ELECTRIC LLC,3614 MARLBROUGH,COLLEGE PARK,20740,February 18 2021,0,"3614 MARLBROUGH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135015,2021,DPIE EC,CAPITAL A ELECTRIC,6201 GREENBELT,COLLEGE PARK,20740,February 18 2021,0,"6201 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3127002,2020,RG,OMARFARMPRODUCE INT RENOVATE/FENCE/DECK/DRIVEWAY,5006 EDGEWOOD,COLLEGE PARK,20740,February 18 2021,"20,000","5006 EDGEWOOD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3125680,2020,CI,TERRAPIN MAIN STREET LLC KITCHEN HOOD **SPECIAL PROJECTS**,7313 BALTIMORE,COLLEGE PARK,20740,February 19 2021,"15,000","7313 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3118901,2020,RZ,PREGNANCY PARTIAL DEMO*NO CUTOFF LTR REQ*,4700 ERIE,COLLEGE PARK,20740,February 19 2021,"8,750","4700 ERIE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135114,2021,DPIE ER,3135114 HIGH QUALITY ELECTRIC LLC,3614 MARLBROUGH,COLLEGE PARK,20740,February 19 2021,0,"3614 MARLBROUGH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3131163,2021,R,LUNDY BASEMENT FINISHING,4708 FORDHAM,COLLEGE PARK,20740,February 22 2021,"6,000","4708 FORDHAM COLLEGE PARK,MD 20740"
Building Permit,DPIE,3135091,2021,R,MOSKOWITZ FENCE,9205 50TH,COLLEGE PARK,20740,February 23 2021,"8,000","9205 50TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3123281,2020,UO,TB Custom Designs U&O,9723 BALTIMORE,COLLEGE PARK,20740,February 23 2021,0,"9723 BALTIMORE COLLEGE PARK,MD 20740"
