Permit Category,County Agency,Permit Case ID,Permit Case Year,Permit Type,Case Name,Street Address,City,Zip Code,Permit Issuance Date,Expected Construction Cost,Location
Building Permit,DPIE,3242680,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242714,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242699,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242632,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242719,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242703,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242488,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242508,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242522,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242672,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242630,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242670,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242721,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242505,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242631,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242646,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242715,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242682,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242640,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242629,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242709,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242692,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242668,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242716,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242490,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242636,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242487,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242634,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242700,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242495,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242514,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242492,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242496,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242503,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242725,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242499,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242684,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242704,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242516,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242693,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242643,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242624,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242650,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242509,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242681,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242518,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242678,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242654,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242688,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242674,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242691,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242695,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242676,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242622,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242662,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242520,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242707,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242627,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3244844,2023,DPIE EC,3244844 Atlantic Power and Light,10000 BALTIMORE,COLLEGE PARK,20740,January 09 2023,0,"10000 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242482,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242711,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242686,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242641,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242698,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242724,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242625,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242683,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242511,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242655,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242521,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242651,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242718,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242507,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242689,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242657,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242483,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242814,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242463,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242797,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242747,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242794,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242808,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242856,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242811,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242880,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242764,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242599,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242460,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242873,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242553,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242606,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242576,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242750,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242537,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242467,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242868,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242871,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242531,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242595,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242533,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242772,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242763,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242840,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242816,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242738,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242442,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242809,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242812,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242786,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242582,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242757,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242471,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242800,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242810,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242885,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242534,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242745,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242536,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242847,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242778,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242889,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
Building Permit,DPIE,3242860,2022,DPIE ER,COLONIAL ELECTRIC CO 13323-2020,4201 RIVER,COLLEGE PARK,20740,January 09 2023,0,"4201 RIVER COLLEGE PARK,MD 20740"
